parroquia,canton,cultivo,ssp,horizonte,aptitud_rf,superficie_ha,deficit_mm,dias_estres,cdd_max,estado_peligro_deficit,estado_peligro_termico,estado_peligro_sequia,estado_exposicion,estado_vulnerabilidad,prob_riesgo_bajo,prob_riesgo_medio,prob_riesgo_alto,indice_riesgo
ATUNTAQUI,ANTONIO ANTE,maiz,ssp370,2061-2080,0.7047,75.4900,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
IMBAYA,ANTONIO ANTE,maiz,ssp370,2061-2080,0.6786,57.6900,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
SAN FRANCISCO DE NATABUELA,ANTONIO ANTE,maiz,ssp370,2061-2080,0.6786,38.2400,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
SAN JOSE DE CHALTURA,ANTONIO ANTE,maiz,ssp370,2061-2080,0.6786,25.0600,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
SAN ROQUE,ANTONIO ANTE,maiz,ssp370,2061-2080,0.7209,88.5400,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
COTACACHI,COTACACHI,maiz,ssp370,2061-2080,0.7047,255.3300,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
APUELA,COTACACHI,maiz,ssp370,2061-2080,0.7734,164.1200,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
GARCIA MORENO,COTACACHI,maiz,ssp370,2061-2080,0.5167,266.2100,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
IMANTAG,COTACACHI,maiz,ssp370,2061-2080,0.7238,208.5200,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
PENAHERRERA,COTACACHI,maiz,ssp370,2061-2080,0.6557,163.4700,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
PLAZA GUTIERREZ,COTACACHI,maiz,ssp370,2061-2080,0.7538,89.9900,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
QUIROGA,COTACACHI,maiz,ssp370,2061-2080,0.7288,89.9200,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
SEIS DE JULIO DE CUELLAJE,COTACACHI,maiz,ssp370,2061-2080,0.6593,310.9500,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
VACAS GALINDO,COTACACHI,maiz,ssp370,2061-2080,0.6557,109.2500,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
OTAVALO,OTAVALO,maiz,ssp370,2061-2080,0.7209,325.6100,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
DR. MIGUEL EGAS CABEZAS,OTAVALO,maiz,ssp370,2061-2080,0.7209,76.4100,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
EUGENIO ESPEJO,OTAVALO,maiz,ssp370,2061-2080,0.7180,130.1500,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
GONZALEZ SUAREZ,OTAVALO,maiz,ssp370,2061-2080,0.7195,136.4600,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
PATAQUI,OTAVALO,maiz,ssp370,2061-2080,0.7188,31.2300,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
SAN JOSE DE QUICHINCHE,OTAVALO,maiz,ssp370,2061-2080,0.7330,134.2300,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
SAN JUAN DE ILUMAN,OTAVALO,maiz,ssp370,2061-2080,0.7209,99.1500,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
SAN PABLO,OTAVALO,maiz,ssp370,2061-2080,0.7151,460.8500,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
SAN RAFAEL,OTAVALO,maiz,ssp370,2061-2080,0.7180,183.0800,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
SELVA ALEGRE,OTAVALO,maiz,ssp370,2061-2080,0.6398,76.8600,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
PIMAMPIRO,PIMAMPIRO,maiz,ssp370,2061-2080,0.6797,65.1200,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
CHUGA,PIMAMPIRO,maiz,ssp370,2061-2080,0.6547,3.0200,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
MARIANO ACOSTA,PIMAMPIRO,maiz,ssp370,2061-2080,0.7084,80.5200,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
SAN FRANCISCO DE SIGSIPAMBA,PIMAMPIRO,maiz,ssp370,2061-2080,0.6705,0.0500,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
URCUQUI,SAN MIGUEL DE URCUQUI,maiz,ssp370,2061-2080,0.6428,146.1900,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
CAHUASQUI,SAN MIGUEL DE URCUQUI,maiz,ssp370,2061-2080,0.7110,2.1700,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
LA MERCED DE BUENOS AIRES,SAN MIGUEL DE URCUQUI,maiz,ssp370,2061-2080,0.6294,945.6000,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
PABLO ARENAS,SAN MIGUEL DE URCUQUI,maiz,ssp370,2061-2080,0.6906,81.8000,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
SAN BLAS,SAN MIGUEL DE URCUQUI,maiz,ssp370,2061-2080,0.6906,47.3600,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
TUMBABIRO,SAN MIGUEL DE URCUQUI,maiz,ssp370,2061-2080,0.6906,91.4200,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
SAN MIGUEL DE IBARRA,IBARRA,frejol,ssp370,2061-2080,0.8294,199.1900,-109.7513,0.1100,2047680000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
AMBUQUI,IBARRA,frejol,ssp370,2061-2080,0.7962,75.1200,-109.7513,0.1100,2047680000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
ANGOCHAGUA,IBARRA,frejol,ssp370,2061-2080,0.8395,23.7600,-109.7513,0.1100,2047680000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
LA CAROLINA,IBARRA,frejol,ssp370,2061-2080,0.5607,31.0200,-109.7513,0.1100,2047680000000000.0000,Bajo,Bajo,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
LA ESPERANZA,IBARRA,frejol,ssp370,2061-2080,0.8313,28.0000,-109.7513,0.1100,2047680000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
LITA,IBARRA,frejol,ssp370,2061-2080,0.5376,8.8500,-109.7513,0.1100,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
SALINAS,IBARRA,frejol,ssp370,2061-2080,0.8178,157.5300,-109.7513,0.1100,2047680000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
SAN ANTONIO,IBARRA,frejol,ssp370,2061-2080,0.8301,57.4200,-109.7513,0.1100,2047680000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
ATUNTAQUI,ANTONIO ANTE,frejol,ssp370,2061-2080,0.8283,40.8100,-109.7513,0.1100,2047680000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
IMBAYA,ANTONIO ANTE,frejol,ssp370,2061-2080,0.8301,8.5000,-109.7513,0.1100,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
SAN FRANCISCO DE NATABUELA,ANTONIO ANTE,frejol,ssp370,2061-2080,0.8301,21.5400,-109.7513,0.1100,2047680000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
SAN JOSE DE CHALTURA,ANTONIO ANTE,frejol,ssp370,2061-2080,0.8301,2.1000,-109.7513,0.1100,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
SAN ROQUE,ANTONIO ANTE,frejol,ssp370,2061-2080,0.8211,57.1000,-109.7513,0.1100,2047680000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
COTACACHI,COTACACHI,frejol,ssp370,2061-2080,0.8283,181.0400,-109.7513,0.1100,2047680000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
APUELA,COTACACHI,frejol,ssp370,2061-2080,0.8012,119.9800,-109.7513,0.1100,2047680000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
GARCIA MORENO,COTACACHI,frejol,ssp370,2061-2080,0.5958,152.0300,-109.7513,0.1100,2047680000000000.0000,Bajo,Bajo,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
IMANTAG,COTACACHI,frejol,ssp370,2061-2080,0.8350,10.3400,-109.7513,0.1100,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
PENAHERRERA,COTACACHI,frejol,ssp370,2061-2080,0.7300,123.0400,-109.7513,0.1100,2047680000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
PLAZA GUTIERREZ,COTACACHI,frejol,ssp370,2061-2080,0.8241,94.8400,-109.7513,0.1100,2047680000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
QUIROGA,COTACACHI,frejol,ssp370,2061-2080,0.8322,64.0500,-109.7513,0.1100,2047680000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
SEIS DE JULIO DE CUELLAJE,COTACACHI,frejol,ssp370,2061-2080,0.7094,68.3200,-109.7513,0.1100,2047680000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
VACAS GALINDO,COTACACHI,frejol,ssp370,2061-2080,0.7300,83.3800,-109.7513,0.1100,2047680000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
OTAVALO,OTAVALO,frejol,ssp370,2061-2080,0.8211,42.4100,-109.7513,0.1100,2047680000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
DR. MIGUEL EGAS CABEZAS,OTAVALO,frejol,ssp370,2061-2080,0.8211,21.7700,-109.7513,0.1100,2047680000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
EUGENIO ESPEJO,OTAVALO,frejol,ssp370,2061-2080,0.8250,0.4100,-109.7513,0.1100,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
GONZALEZ SUAREZ,OTAVALO,frejol,ssp370,2061-2080,0.8295,0.1100,-109.7513,0.1100,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
PATAQUI,OTAVALO,frejol,ssp370,2061-2080,0.8237,0.2900,-109.7513,0.1100,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
SAN JOSE DE QUICHINCHE,OTAVALO,frejol,ssp370,2061-2080,0.8239,286.5000,-109.7513,0.1100,2047680000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
SAN JUAN DE ILUMAN,OTAVALO,frejol,ssp370,2061-2080,0.8211,64.7900,-109.7513,0.1100,2047680000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
SAN PABLO,OTAVALO,frejol,ssp370,2061-2080,0.8313,1.4600,-109.7513,0.1100,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
SAN RAFAEL,OTAVALO,frejol,ssp370,2061-2080,0.8250,0.0500,-109.7513,0.1100,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
SELVA ALEGRE,OTAVALO,frejol,ssp370,2061-2080,0.7402,119.8000,-109.7513,0.1100,2047680000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
PIMAMPIRO,PIMAMPIRO,frejol,ssp370,2061-2080,0.8116,73.0100,-109.7513,0.1100,2047680000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
CHUGA,PIMAMPIRO,frejol,ssp370,2061-2080,0.6555,4.4600,-109.7513,0.1100,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
MARIANO ACOSTA,PIMAMPIRO,frejol,ssp370,2061-2080,0.7930,15.7200,-109.7513,0.1100,2047680000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
SAN FRANCISCO DE SIGSIPAMBA,PIMAMPIRO,frejol,ssp370,2061-2080,0.7007,0.0700,-109.7513,0.1100,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
URCUQUI,SAN MIGUEL DE URCUQUI,frejol,ssp370,2061-2080,0.8189,27.2200,-109.7513,0.1100,2047680000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
CAHUASQUI,SAN MIGUEL DE URCUQUI,frejol,ssp370,2061-2080,0.8239,0.6000,-109.7513,0.1100,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
LA MERCED DE BUENOS AIRES,SAN MIGUEL DE URCUQUI,frejol,ssp370,2061-2080,0.6093,4.0500,-109.7513,0.1100,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
PABLO ARENAS,SAN MIGUEL DE URCUQUI,frejol,ssp370,2061-2080,0.8333,22.8700,-109.7513,0.1100,2047680000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
SAN BLAS,SAN MIGUEL DE URCUQUI,frejol,ssp370,2061-2080,0.8333,5.6700,-109.7513,0.1100,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
TUMBABIRO,SAN MIGUEL DE URCUQUI,frejol,ssp370,2061-2080,0.8333,17.6900,-109.7513,0.1100,2047680000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
SAN MIGUEL DE IBARRA,IBARRA,quinua,ssp370,2061-2080,0.6231,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
AMBUQUI,IBARRA,quinua,ssp370,2061-2080,0.6063,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
ANGOCHAGUA,IBARRA,quinua,ssp370,2061-2080,0.6857,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
LA CAROLINA,IBARRA,quinua,ssp370,2061-2080,0.3944,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Alta,0.1780,0.3770,0.4450,0.6335
LA ESPERANZA,IBARRA,quinua,ssp370,2061-2080,0.6650,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
LITA,IBARRA,quinua,ssp370,2061-2080,0.1368,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Alta,0.1780,0.3770,0.4450,0.6335
SALINAS,IBARRA,quinua,ssp370,2061-2080,0.6320,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
SAN ANTONIO,IBARRA,quinua,ssp370,2061-2080,0.6117,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
ATUNTAQUI,ANTONIO ANTE,quinua,ssp370,2061-2080,0.6534,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
IMBAYA,ANTONIO ANTE,quinua,ssp370,2061-2080,0.6117,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
SAN FRANCISCO DE NATABUELA,ANTONIO ANTE,quinua,ssp370,2061-2080,0.6117,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
SAN JOSE DE CHALTURA,ANTONIO ANTE,quinua,ssp370,2061-2080,0.6117,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
SAN ROQUE,ANTONIO ANTE,quinua,ssp370,2061-2080,0.6739,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
COTACACHI,COTACACHI,quinua,ssp370,2061-2080,0.6534,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
APUELA,COTACACHI,quinua,ssp370,2061-2080,0.6538,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
GARCIA MORENO,COTACACHI,quinua,ssp370,2061-2080,0.3184,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Alta,0.1780,0.3770,0.4450,0.6335
IMANTAG,COTACACHI,quinua,ssp370,2061-2080,0.6680,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
PENAHERRERA,COTACACHI,quinua,ssp370,2061-2080,0.4654,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
PLAZA GUTIERREZ,COTACACHI,quinua,ssp370,2061-2080,0.6751,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
QUIROGA,COTACACHI,quinua,ssp370,2061-2080,0.6933,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
SEIS DE JULIO DE CUELLAJE,COTACACHI,quinua,ssp370,2061-2080,0.4531,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
VACAS GALINDO,COTACACHI,quinua,ssp370,2061-2080,0.4654,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
OTAVALO,OTAVALO,quinua,ssp370,2061-2080,0.6739,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
DR. MIGUEL EGAS CABEZAS,OTAVALO,quinua,ssp370,2061-2080,0.6739,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
EUGENIO ESPEJO,OTAVALO,quinua,ssp370,2061-2080,0.6737,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
GONZALEZ SUAREZ,OTAVALO,quinua,ssp370,2061-2080,0.6830,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
PATAQUI,OTAVALO,quinua,ssp370,2061-2080,0.6885,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
SAN JOSE DE QUICHINCHE,OTAVALO,quinua,ssp370,2061-2080,0.6760,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
SAN JUAN DE ILUMAN,OTAVALO,quinua,ssp370,2061-2080,0.6739,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
SAN PABLO,OTAVALO,quinua,ssp370,2061-2080,0.6650,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
SAN RAFAEL,OTAVALO,quinua,ssp370,2061-2080,0.6737,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
SELVA ALEGRE,OTAVALO,quinua,ssp370,2061-2080,0.4852,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
PIMAMPIRO,PIMAMPIRO,quinua,ssp370,2061-2080,0.6725,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
CHUGA,PIMAMPIRO,quinua,ssp370,2061-2080,0.5279,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
MARIANO ACOSTA,PIMAMPIRO,quinua,ssp370,2061-2080,0.6897,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
SAN FRANCISCO DE SIGSIPAMBA,PIMAMPIRO,quinua,ssp370,2061-2080,0.5629,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
URCUQUI,SAN MIGUEL DE URCUQUI,quinua,ssp370,2061-2080,0.5990,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
CAHUASQUI,SAN MIGUEL DE URCUQUI,quinua,ssp370,2061-2080,0.6850,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
LA MERCED DE BUENOS AIRES,SAN MIGUEL DE URCUQUI,quinua,ssp370,2061-2080,0.4388,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
PABLO ARENAS,SAN MIGUEL DE URCUQUI,quinua,ssp370,2061-2080,0.6436,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
SAN BLAS,SAN MIGUEL DE URCUQUI,quinua,ssp370,2061-2080,0.6436,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
TUMBABIRO,SAN MIGUEL DE URCUQUI,quinua,ssp370,2061-2080,0.6436,0.4372,-109.7513,0.0000,2047680000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
SAN MIGUEL DE IBARRA,IBARRA,papa,ssp585,2021-2040,0.6317,98.4700,-127.6327,74.4100,2134080000000000.0000,Bajo,Alto,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
AMBUQUI,IBARRA,papa,ssp585,2021-2040,0.5257,46.0400,-127.6327,74.4100,2134080000000000.0000,Bajo,Alto,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
ANGOCHAGUA,IBARRA,papa,ssp585,2021-2040,0.6566,106.2500,-127.6327,74.4100,2134080000000000.0000,Bajo,Alto,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
LA CAROLINA,IBARRA,papa,ssp585,2021-2040,0.4272,11.8900,-127.6327,74.4100,2134080000000000.0000,Bajo,Alto,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
LA ESPERANZA,IBARRA,papa,ssp585,2021-2040,0.6514,8.8400,-127.6327,74.4100,2134080000000000.0000,Bajo,Alto,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
LITA,IBARRA,papa,ssp585,2021-2040,0.1966,0.1800,-127.6327,74.4100,2134080000000000.0000,Bajo,Alto,Alto,Baja,Alta,0.1780,0.3770,0.4450,0.6335
SALINAS,IBARRA,papa,ssp585,2021-2040,0.5774,3.3600,-127.6327,74.4100,2134080000000000.0000,Bajo,Alto,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
SAN ANTONIO,IBARRA,papa,ssp585,2021-2040,0.6304,1.0700,-127.6327,74.4100,2134080000000000.0000,Bajo,Alto,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
ATUNTAQUI,ANTONIO ANTE,papa,ssp585,2021-2040,0.6438,1.3300,-127.6327,74.4100,2134080000000000.0000,Bajo,Alto,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
IMBAYA,ANTONIO ANTE,papa,ssp585,2021-2040,0.6304,0.1800,-127.6327,74.4100,2134080000000000.0000,Bajo,Alto,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
SAN FRANCISCO DE NATABUELA,ANTONIO ANTE,papa,ssp585,2021-2040,0.6304,0.6000,-127.6327,74.4100,2134080000000000.0000,Bajo,Alto,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
